Référence,Nom,Description Technique,Système D'exploitation,Caméra,Caractéristique Caméra,Autonomie Batterie,Catégorie,Sous catégorie,Marque,Modèle,Description Marketing,RAM,Stockage,Type De Stockage,Processeur,Type D'écran,Résolution écran,Temps de réponse écran,Fréquence écran,Luminosité écran,Taille Écran,Carte Graphique,Connectivité,Connectique,Alimentation,Audio,Dimensions,Poids,Norme Environnementale,Empreinte Carbonne,Clavier,Garantie fabricant,Top Produit,Délais de livraison,Etat,Couleur,Images,Fournisseur,Reference ID,SKU ID,Plan ID,GUID,Type Licence,Apps incluses,Apps type,Prix achat,Prix location,Deleted
MX2Y3FN/A,"MacBook Pro M4 Pro - 16.2""","48 Go RAM, SSD 512 Go, Liquid Retina XDR, Apple M4 Pro 20-core, 16.2pouces",macOS Sequoia 15.0,Oui,"caméra FaceTime 1 080p HD, caméra de scène centrale, support de vue de bureau","Lecture vidéo: jusqu'à 24 heures
Navigation Web via WiFi: jusqu'à 17 heures",ordinateurs,ordinateurs,Apple,MacBook Pro,"Le MacBook Pro équipé de la puce M4 Pro vous offre des performances exceptionnelles dans un ordinateur portable puissant conçu pour l'intelligence Apple [1]. Avec une autonomie pouvant atteindre 24 heures [2] et un époustouflant écran Liquid Retina XDR [3] de 14 ou 16 pouces offrant une luminosité maximale de 1 600 nits, il est pro à tous points de vue.",48 Go,512 Go,SSD,Apple M4 Pro,Liquid Retina XDR,3456 x 2234 pixels,,60 Hz,1000 cd/m²,16.2 pouces,Apple M4 Pro 20-core,"Wi-Fi 6E, Bluetooth 5.3","3 x USB4/Thunderbolt 5/DisplayPort 2.1 (charge)
Sortie casque
HDMI","Tension de 100 à 240 V CA, Fréquence de 50 à 60 HZ","Six hauts-parleurs, array de microphones à formation de faisceau de 3",35.57 cm x 24.81 cm x 1.68 cm,2.14 kg,ENERGY STAR,279 kg carbon emissions,Français (AZERTY),1 ans de garantie,Oui,,Neuf,Noir spatial,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/MX2Y3FN%3AA.jpg,,,,,,,,, 3075.00,106.00,0
MX2U3FN/A,"MacBook Pro M4 Pro - 16.2""","48 Go RAM,SSD 512 Go,Liquid Retina XDR, Apple M4 Pro 20-core, 16.2pouces",Apple macOS Sequoia 15.0,Oui,"caméra FaceTime 1 080p HD, caméra de scène centrale, support de vue de bureau","Lecture vidéo: jusqu'à 24 heures
Navigation Web via WiFi: jusqu'à 17 heures",ordinateurs,ordinateurs,Apple,MacBook Pro,"Le MacBook Pro équipé de la puce M4 Pro vous offre des performances exceptionnelles dans un ordinateur portable puissant conçu pour l'intelligence Apple [1]. Avec une autonomie pouvant atteindre 24 heures [2] et un époustouflant écran Liquid Retina XDR [3] de 14 ou 16 pouces offrant une luminosité maximale de 1 600 nits, il est pro à tous points de vue.",48 Go,512 Go,SSD,Apple M4 Pro,Liquid Retina XDR,3456 x 2234 pixels,,60 Hz,1000 cd/m²,16.2 pouces,Apple M4 Pro 20-core,"Wi-Fi 6E, Bluetooth 5.3","3 x USB4/Thunderbolt 5/DisplayPort 2.1 (charge)
Sortie casque
HDMI","Tension de 100 à 240 V CA, Fréquence de 50 à 60 HZ","Six hauts-parleurs, array de microphones à formation de faisceau de 3",35.57 cm x 24.81 cm x 1.68 cm,2.14 kg,ENERGY STAR,279 kg carbon emissions,Français (AZERTY),1 ans de garantie,,,Neuf,Argent,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/MX2U3FN%3AA.jpg,,,,,,,,, 3075.00,106.00,0
MX2K3FN/A,"MacBook Pro M4 Pro - 16.2""","48 Go RAM,SSD 512 Go,Liquid Retina XDR, Apple M4 Pro 20-core, 16.2pouces",macOS Sequoia 15.0,Oui,"caméra FaceTime 1 080p HD, caméra de scène centrale, support de vue de bureau","Lecture vidéo: jusqu'à 18 heures
Navigation Web via WiFi: jusqu'à 13 heures",ordinateurs,ordinateurs,Apple,MacBook Pro,"Le MacBook Pro équipé de la puce M4 Pro vous offre des performances exceptionnelles dans un ordinateur portable puissant conçu pour l'intelligence Apple [1]. Avec une autonomie pouvant atteindre 24 heures [2] et un époustouflant écran Liquid Retina XDR [3] de 14 ou 16 pouces offrant une luminosité maximale de 1 600 nits, il est pro à tous points de vue.",36 Go,1 To,SSD,Apple M4 Max,Liquid Retina XDR,3024 x 1964 pixels,,60 Hz,1000 cd/m²,14.2 pouces,Apple M4 Max 32-core,"Wi-Fi 6E, Bluetooth 5.3","3 x USB4/Thunderbolt 5/DisplayPort 2.1 (charge)
Sortie casque
HDMI","Tension de 100 à 240 V CA, Fréquence de 50 à 60 HZ","Six hauts-parleurs, array de microphones à formation de faisceau de 3",31.26 cm x 22.12 cm x 1.55 cm,1.62 kg,ENERGY STAR,248 kg d'émissions de carbone,Français (AZERTY),1 ans de garantie,,,Neuf,Noir spatial,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/MX2K3FN%3AA.jpg,,,,,,,,, 3478.00,116.00,0
MX2G3FN/A,"MacBook Pro M4 Max - 14.2""","36 Go RAM, SSD 1 To, Liquid Retina XDR, Apple M4 Max 32-core, 14.2 pouces",macOS Sequoia 15.0,Oui,"caméra FaceTime 1 080p HD, caméra de scène centrale, support de vue de bureau","Lecture vidéo: jusqu'à 18 heures
Navigation Web via WiFi: jusqu'à 13 heures",ordinateurs,ordinateurs,Apple,MacBook Pro,"MacBook Pro avec la puce M4 Max vous offre des performances exceptionnelles dans un ordinateur portable puissant conçu pour l'intelligence Apple [1]. Avec une autonomie pouvant atteindre 24 heures [2] et un époustouflant écran Liquid Retina XDR [3] de 14 ou 16 pouces offrant une luminosité maximale de 1 600 nits, c'est un pro à tous points de vue.",36 Go,1 To,SSD,Apple M4 Max,Liquid Retina XDR,3024 x 1964 pixels,,60 Hz,1000 cd/m²,14.2 pouces,Apple M4 Max 32-core,"Wi-Fi 6E, Bluetooth 5.3","3 x USB4/Thunderbolt 5/DisplayPort 2.1 (charge)
Sortie casque
HDMI","Tension de 100 à 240 V CA, Fréquence de 50 à 60 HZ","Six hauts-parleurs, array de microphones à formation de faisceau de 3",31.26 cm x 22.12 cm x 1.55 cm,1.62 kg,ENERGY STAR,248 kg d'émissions de carbone,Français (AZERTY),1 ans de garantie,,,Neuf,Argent,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/MX2G3FN%3AA.jpg,,,,,,,,, 3478.00,116.00,0
MX2V3FN/A,"MacBook Pro M4 Max - 16.2""","36 Go RAM, SSD 1 To, Liquid Retina XDR, Apple M4 Max 32-core, 16.2pouces",macOS Sequoia 15.0,Oui,"caméra FaceTime 1 080p HD, caméra de scène centrale, support de vue de bureau","Lecture vidéo: jusqu'à 21 heures
Navigation Web via WiFi: jusqu'à 14 heures",ordinateurs,ordinateurs,Apple,MacBook Pro,"MacBook Pro avec la puce M4 Max vous offre des performances exceptionnelles dans un ordinateur portable puissant conçu pour l'intelligence Apple [1]. Avec une autonomie pouvant atteindre 24 heures [2] et un époustouflant écran Liquid Retina XDR [3] de 14 ou 16 pouces offrant une luminosité maximale de 1 600 nits, c'est un pro à tous points de vue.",36 Go,1 To,SSD,Apple M4 Max,Liquid Retina XDR,3456 x 2234 pixels,,60 Hz,1000 cd/m²,16.2 pouces,Apple M4 Max 32-core,"Wi-Fi 6E, Bluetooth 5.3","3 x USB4/Thunderbolt 5/DisplayPort 2.1 (charge)
Sortie casque
HDMI","Tension de 100 à 240 V CA, Fréquence de 50 à 60 HZ","Six hauts-parleurs, array de microphones à formation de faisceau de 3",35.57 cm x 24.81 cm x 1.68 cm,1.62 kg,ENERGY STAR,303 kg d'émissions de carbone,Français (AZERTY),1 ans de garantie,,,Neuf,Argent,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/MX2V3FN%3AA.jpg,,,,,,,,, 3753.00,127.00,0
MX303FN/A,"MacBook Pro M4 Max - 16.2""","36 Go RAM, SSD 1 To, Liquid Retina XDR, Apple M4 Max 32-core, 16.2pouces",Apple macOS Sequoia 15.0,Oui,"caméra FaceTime 1 080p HD, caméra de scène centrale, support de vue de bureau","Lecture vidéo: jusqu'à 21 heures
Navigation Web via WiFi: jusqu'à 14 heures",ordinateurs,ordinateurs,Apple,MacBook Pro,"MacBook Pro avec la puce M4 Max vous offre des performances exceptionnelles dans un ordinateur portable puissant conçu pour l'intelligence Apple [1]. Avec une autonomie pouvant atteindre 24 heures [2] et un époustouflant écran Liquid Retina XDR [3] de 14 ou 16 pouces offrant une luminosité maximale de 1 600 nits, c'est un pro à tous points de vue.",36 Go,1 To,SSD,Apple M4 Max,Liquid Retina XDR,3456 x 2234 pixels,,60 Hz,1000 cd/m²,16.2 pouces,Apple M4 Max 32-core,"Wi-Fi 6E, Bluetooth 5.3","3 x USB4/Thunderbolt 5/DisplayPort 2.1 (charge)
Sortie casque
HDMI","Tension de 100 à 240 V CA, Fréquence de 50 à 60 HZ","Six hauts-parleurs, array de microphones à formation de faisceau de 3",35.57 cm x 24.81 cm x 1.68 cm,2.15 kg,ENERGY STAR,303 kg d'émissions de carbone,Français (AZERTY),1 ans de garantie,,,Neuf,Noir spatial,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/MX303FN%3AA.jpg,,,,,,,,, 3753.00,127.00,0
MX313FN/A,"MacBook Pro M4 Max - 16.2""","48 Go RAM, SSD 1 To,Liquid Retina XDR ,Apple M4 Max 40-core, 16.2 pouces",macOS Sequoia 15.0,Oui,"caméra FaceTime 1 080p HD, caméra de scène centrale, support de vue de bureau","Lecture vidéo: jusqu'à 21 heures
Navigation Web via WiFi: jusqu'à 14 heures",ordinateurs,ordinateurs,Apple,MacBook Pro,"MacBook Pro avec la puce M4 Max vous offre des performances exceptionnelles dans un ordinateur portable puissant conçu pour l'intelligence Apple [1]. Avec une autonomie pouvant atteindre 24 heures [2] et un époustouflant écran Liquid Retina XDR [3] de 14 ou 16 pouces offrant une luminosité maximale de 1 600 nits, c'est un pro à tous points de vue.",48 Go,1 To,SSD,Apple M4 Max,Liquid Retina XDR,3456 x 2234 pixels,,60 Hz,1000 cd/m²,16.2 pouces,Apple M4 Max 40-core,"Wi-Fi 6E, Bluetooth 5.3","3 x USB4/Thunderbolt 5/DisplayPort 2.1 (charge)
Sortie casque
HDMI","Tension de 100 à 240 V CA, Fréquence de 50 à 60 HZ","Six hauts-parleurs, array de microphones à formation de faisceau de 3",35.57 cm x 24.81 cm x 1.68 cm,2.15 kg,ENERGY STAR,303 kg d'émissions de carbone,Français (AZERTY),1 ans de garantie,,,Neuf,Noir spatial,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/MX313FN%3AA.jpg,,,,,,,,, 4192.00,139.00,0
MX2W3FN/A,"MacBook Pro M4 Max - 16.2""","48 Go RAM,SSD 1 To, Liquid Retina XDR, Apple M4 Max 40-core, 16.2 pouces",macOS Sequoia 15.0,Oui,"caméra FaceTime 1 080p HD, caméra de scène centrale, support de vue de bureau","Lecture vidéo: jusqu'à 21 heures
Navigation Web via WiFi: jusqu'à 14 heures",ordinateurs,ordinateurs,Apple,MacBook Pro,"MacBook Pro avec la puce M4 Max vous offre des performances exceptionnelles dans un ordinateur portable puissant conçu pour l'intelligence Apple [1]. Avec une autonomie pouvant atteindre 24 heures [2] et un époustouflant écran Liquid Retina XDR [3] de 14 ou 16 pouces offrant une luminosité maximale de 1 600 nits, c'est un pro à tous points de vue.",48 Go,1 To,SSD,Apple M4 Max,Liquid Retina XDR,3456 x 2234 pixels,,60 Hz,1000 cd/m²,16.2 pouces,Apple M4 Max 40-core,"Wi-Fi 6E, Bluetooth 5.3","3 x USB4/Thunderbolt 5/DisplayPort 2.1 (charge)
Sortie casque
HDMI","Tension de 100 à 240 V CA, Fréquence de 50 à 60 HZ","Six hauts-parleurs, array de microphones à formation de faisceau de 3",35.57 cm x 24.81 cm x 1.68 cm,2.15 kg,ENERGY STAR,303 kg d'émissions de carbone,Français (AZERTY),1 ans de garantie,,,Neuf,Argent,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/MX2W3FN%3AA.jpg,,,,,,,,, 4302.00,144.00,0
MYEE3ZD/A,Apple iPhone 16,"Apple iPhone 16, 5G smartphone,256 Go,GSM, 6.1 pouces",iOS 18,Oui,"Protection de l'objectif en cristal de saphir, stabilisation vidéo Cinematic, Stabilisation d'image automatique, Zoom lecture, marquage géographique, enregistrement stéréo, vidéo à mise au point continue, enregistrement vidéo 4K et photos fixes de 8 MP, Vidéo en accéléré avec stabilisation, correction yeux rouges avancée, Panorama (jusque 63MP), capture d'image HEIF, zoom audio, 100% Focus Pixels, HEVC (High Efficiency Video coding), Fusion profond, Stabilisation optique de l'image par déplacement du capteur pour la vidéo, zoom numérique jusqu'à 6x pour vidéo, zoom optique de sortie 2x, Technologie Quad Pixel pour 2,0 µm, Mode cinématique jusqu'à 4K HDR à 30 fps, Mode action jusqu'à 2.8K à 60 fps, Moteur photonique, AVC (H.264), réduction du bruit du vent, mise au point de portrait et contrôle de la profondeur, zoom optique 4x, zoom optique d'entrée 2x, enregistrement vidéo spatial en 1080p à 30 fps, Vidéo QuickTake jusqu'à 4K à 60 ips en Dolby Vision, Audio spatial et enregistrement stéréo, Mixage audio, enregistrement vidéo 4K Dolby Vision jusqu'à 60 ips, enregistrement vidéo 1080p Dolby Vision jusqu'à 60 ips, Camera Control, Spatial photos","Lecture (vidéo): jusqu'à 22 hrs
Lecture (vidéo diffusée en continu): jusqu'à 18 hrs
Lecture (audio): jusqu'à 80 hrs",telephones,telephones,Apple,iPhone,"L'iPhone 16 est conçu pour Apple Intelligence, le système d'intelligence personnelle qui vous aide à écrire, à vous exprimer et à accomplir des tâches sans effort. Grâce à des protections de la vie privée révolutionnaires, vous avez l'esprit tranquille : personne d'autre ne peut accéder à vos données, pas même Apple.",,256 Go,,Apple A18,écran OEL,2556 x 1179 pixels,,,1000 cd/m²,6.1 pouces,,"UWB, Bluetooth, Wi-Fi 7",USB Type-C - 24 pin USB-C. NFC,,,71.6 mm x 7.8 mm x 147.6 mm,170 g,,56 kg d'émissions de carbone,,1 ans de garantie,,,Neuf,Noir,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/MYEE3ZD%3AA.jpg,,,,,,,,, 987.00,35.00,0
MYEF3ZD/A,Apple iPhone 16,"Apple iPhone 16, 5G smartphone,256 Go,GSM, 6.1 pouces",iOS 18,Oui,"Protection de l'objectif en cristal de saphir, stabilisation vidéo Cinematic, Stabilisation d'image automatique, Zoom lecture, marquage géographique, enregistrement stéréo, vidéo à mise au point continue, enregistrement vidéo 4K et photos fixes de 8 MP, Vidéo en accéléré avec stabilisation, correction yeux rouges avancée, Panorama (jusque 63MP), capture d'image HEIF, zoom audio, 100% Focus Pixels, HEVC (High Efficiency Video coding), Fusion profond, Stabilisation optique de l'image par déplacement du capteur pour la vidéo, zoom numérique jusqu'à 6x pour vidéo, zoom optique de sortie 2x, Technologie Quad Pixel pour 2,0 µm, Mode cinématique jusqu'à 4K HDR à 30 fps, Mode action jusqu'à 2.8K à 60 fps, Moteur photonique, AVC (H.264), réduction du bruit du vent, mise au point de portrait et contrôle de la profondeur, zoom optique 4x, zoom optique d'entrée 2x, enregistrement vidéo spatial en 1080p à 30 fps, Vidéo QuickTake jusqu'à 4K à 60 ips en Dolby Vision, Audio spatial et enregistrement stéréo, Mixage audio, enregistrement vidéo 4K Dolby Vision jusqu'à 60 ips, enregistrement vidéo 1080p Dolby Vision jusqu'à 60 ips, Camera Control, Spatial photos","Lecture (vidéo): jusqu'à 22 hrs
Lecture (vidéo diffusée en continu): jusqu'à 18 hrs
Lecture (audio): jusqu'à 80 hrs",telephones,telephones,Apple,iPhone,"L'iPhone 16 est conçu pour Apple Intelligence, le système d'intelligence personnelle qui vous aide à écrire, à vous exprimer et à accomplir des tâches sans effort. Grâce à des protections de la vie privée révolutionnaires, vous avez l'esprit tranquille : personne d'autre ne peut accéder à vos données, pas même Apple.",,256 Go,,Apple A18,Écran OEL,2556 x 1179 pixels,,,1000 cd/m²,6.1 pouces,,"NFC, Ultra-Wideband (UWB), Bluetooth 5.3, Wi-Fi 7",USB Type-C - 24 pin USB-C. NFC,,,71.6 mm x 7.8 mm x 147.6 mm,170 g,,56 kg d'émissions de carbone,,"Garantie limitée - 1 an
Support technique - conseil - 90 jours",,,Neuf,Blanc,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/MXWV3ZD%3AA.jpg,,,,,,,,, 987.00,35.00,0
MYEC3ZD/A,Apple iPhone 16,"Apple iPhone 16, 5G smartphone, 128GO ,GSM, 6.1 pouces",iOS 18,Oui,"Camera Control, Spatial photos, enregistrement vidéo spatial en 1080p à 30 fps, Mixage audio, 100% Focus Pixels, Technologie Quad Pixel pour 2,0 µm, protection de l'objectif en cristal de saphir, zoom optique 4x, zoom optique de sortie 2x, zoom optique d'entrée 2x, Moteur photonique, Fusion profond, mise au point de portrait et contrôle de la profondeur, Panorama (jusque 63MP), correction yeux rouges avancée, Stabilisation d'image automatique, marquage géographique, capture d'image HEIF, stabilisation vidéo Cinematic, Zoom lecture, enregistrement stéréo, vidéo à mise au point continue, enregistrement vidéo 4K et photos fixes de 8 MP, Vidéo en accéléré avec stabilisation, zoom audio, zoom numérique jusqu'à 6x pour vidéo, Vidéo QuickTake jusqu'à 4K à 60 ips en Dolby Vision, HEVC (High Efficiency Video coding), AVC (H.264), Stabilisation optique de l'image par déplacement du capteur pour la vidéo, enregistrement vidéo 4K Dolby Vision jusqu'à 60 ips, Mode action jusqu'à 2.8K à 60 fps, réduction du bruit du vent, Audio spatial et enregistrement stéréo, enregistrement vidéo 1080p Dolby Vision jusqu'à 60 ips, Mode cinématique jusqu'à 4K HDR à 30 fps","Lecture (vidéo): jusqu'à 22 hrs
Lecture (vidéo diffusée en continu): jusqu'à 18 hrs
Lecture (audio): jusqu'à 80 hrs",telephones,telephones,Apple,iPhone,"L'iPhone 16 est conçu pour Apple Intelligence, le système d'intelligence personnelle qui vous aide à écrire, à vous exprimer et à accomplir des tâches sans effort. Grâce à des protections de la vie privée révolutionnaires, vous avez l'esprit tranquille : personne d'autre ne peut accéder à vos données, pas même Apple.",,128 Go,,Apple A18,Écran OEL,2556 x 1179 pixels,,,1000 cd/m²,6.1 pouces,,"NFC, UWB, Bluetooth, Wi-Fi 7",USB Type-C - 24 pin USB-C,,,71.6 mm x 7.8 mm x 147.6 mm,170 g,,56 kg d'émissions de carbone,,"Garantie limitée - 1 an
Support technique - conseil - 90 jours",,,Neuf,Bleu d'outremer,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/MYEC3ZD%3AA.jpg,,,,,,,,, 868.00,32.00,0
MXVW3ZD/A,Apple iPhone 16 Plus,"Apple iPhone 16 Plus, 5G smartphone, 128 Go , GSM, 6.7pouces",iOS 18,Oui,"Camera Control, Spatial photos, enregistrement vidéo spatial en 1080p à 30 fps, Mixage audio, 100% Focus Pixels, Technologie Quad Pixel pour 2,0 µm, protection de l'objectif en cristal de saphir, zoom optique 4x, zoom optique de sortie 2x, zoom optique d'entrée 2x, Moteur photonique, Fusion profond, mise au point de portrait et contrôle de la profondeur, Panorama (jusque 63MP), correction yeux rouges avancée, Stabilisation d'image automatique, marquage géographique, capture d'image HEIF, stabilisation vidéo Cinematic, Zoom lecture, enregistrement stéréo, vidéo à mise au point continue, enregistrement vidéo 4K et photos fixes de 8 MP, Vidéo en accéléré avec stabilisation, zoom audio, zoom numérique jusqu'à 6x pour vidéo, Vidéo QuickTake jusqu'à 4K à 60 ips en Dolby Vision, HEVC (High Efficiency Video coding), AVC (H.264), Stabilisation optique de l'image par déplacement du capteur pour la vidéo, enregistrement vidéo 4K Dolby Vision jusqu'à 60 ips, Mode action jusqu'à 2.8K à 60 fps, réduction du bruit du vent, Audio spatial et enregistrement stéréo, enregistrement vidéo 1080p Dolby Vision jusqu'à 60 ips, Mode cinématique jusqu'à 4K HDR à 30 fps
Deuxième caméra
Ouverture de l'objectif F/2.2
Distance focale minimale 13 mm
Champ de vue (FOV) 120 degrés
Résolution du capteur 12 mégapixels
Type d'objectif Lentille ultra grand angle
Dimension de pixel 1.4 μm
Caractéristiques Pixels de mise au point à 100 %, correction de lentille
Informations sur le développement durable
Compatible EPEAT Oui
Niveau EPEAT EPEAT Gold
Indice de réparabilité 8 (sur 10)
Matériaux de terres rares 100 % d'éléments de terre rare recyclés
Empreinte carbone 60 kg d'émissions de carbone
Contenu recyclé du produit 30 % - contenu recyclé ou renouvelable
Contenu recyclé de l'emballage 100 % - fibre recyclée
* TD SYNNEX n’est pas responsable des erreurs dans la documentation des produits.
Charte de confidentialité | Paramètres des cookies | Information sur le transfert des données","Lecture (vidéo): jusqu'à 27 hrs
Lecture (vidéo diffusée en continu): jusqu'à 24 hrs
Lecture (audio): jusqu'à 100 hrs",telephones,telephones,Apple,iPhone,"L'iPhone 16 Plus est conçu pour Apple Intelligence, le système d'intelligence personnelle qui vous aide à écrire, à vous exprimer et à accomplir vos tâches sans effort. Grâce à des protections de la vie privée révolutionnaires, vous avez l'esprit tranquille : personne d'autre ne peut accéder à vos données, pas même Apple.",,128 Go,,Apple A18,Écran OEL,2796 x 1290 pixels,,,1000 cd/m²,6.7pouces,,"NFC, Ultra-Wideband (UWB), Bluetooth 5.3, Wi-Fi 7",USB Type-C - 24 pin USB-C,,,77.8 mm x 7.8 mm x 160.9 mm,199 g,,60 kg d'émissions de carbone,,"Garantie limitée - 1 an
Support technique - conseil - 90 jours",,,Neuf,Rose,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/MXVW3ZD%3AA.jpg,,,,,,,,, 1005.00,37.00,0
MXVX3ZD/A,Apple iPhone 16 Plus,"Apple iPhone 16 Plus, 5G smartphone, 128 Go, GSM, 6.7pouces",iOS 18,Oui,"Camera Control, Spatial photos, enregistrement vidéo spatial en 1080p à 30 fps, Mixage audio, 100% Focus Pixels, Technologie Quad Pixel pour 2,0 µm, protection de l'objectif en cristal de saphir, zoom optique 4x, zoom optique de sortie 2x, zoom optique d'entrée 2x, Moteur photonique, Fusion profond, mise au point de portrait et contrôle de la profondeur, Panorama (jusque 63MP), correction yeux rouges avancée, Stabilisation d'image automatique, marquage géographique, capture d'image HEIF, stabilisation vidéo Cinematic, Zoom lecture, enregistrement stéréo, vidéo à mise au point continue, enregistrement vidéo 4K et photos fixes de 8 MP, Vidéo en accéléré avec stabilisation, zoom audio, zoom numérique jusqu'à 6x pour vidéo, Vidéo QuickTake jusqu'à 4K à 60 ips en Dolby Vision, HEVC (High Efficiency Video coding), AVC (H.264), Stabilisation optique de l'image par déplacement du capteur pour la vidéo, enregistrement vidéo 4K Dolby Vision jusqu'à 60 ips, Mode action jusqu'à 2.8K à 60 fps, réduction du bruit du vent, Audio spatial et enregistrement stéréo, enregistrement vidéo 1080p Dolby Vision jusqu'à 60 ips, Mode cinématique jusqu'à 4K HDR à 30 fps
Deuxième caméra
Ouverture de l'objectif F/2.2
Distance focale minimale 13 mm
Champ de vue (FOV) 120 degrés
Résolution du capteur 12 mégapixels
Type d'objectif Lentille ultra grand angle
Dimension de pixel 1.4 μm
Caractéristiques Pixels de mise au point à 100 %, correction de lentille
Informations sur le développement durable
Compatible EPEAT Oui
Niveau EPEAT EPEAT Gold
Indice de réparabilité 8 (sur 10)
Matériaux de terres rares 100 % d'éléments de terre rare recyclés
Empreinte carbone 60 kg d'émissions de carbone
Contenu recyclé du produit 30 % - contenu recyclé ou renouvelable
Contenu recyclé de l'emballage 100 % - fibre recyclée
* TD SYNNEX n’est pas responsable des erreurs dans la documentation des produits.
Charte de confidentialité | Paramètres des cookies | Information sur le transfert des données","Lecture (vidéo): jusqu'à 27 hrs
Lecture (vidéo diffusée en continu): jusqu'à 24 hrs
Lecture (audio): jusqu'à 100 hrs",telephones,telephones,Apple,iPhone,"L'iPhone 16 Plus est conçu pour Apple Intelligence, le système d'intelligence personnelle qui vous aide à écrire, à vous exprimer et à accomplir vos tâches sans effort. Grâce à des protections de la vie privée révolutionnaires, vous avez l'esprit tranquille : personne d'autre ne peut accéder à vos données, pas même Apple.",,128 Go,,Apple A18,Écran OEL,2796 x 1290 pixels,,,1000 cd/m²,6.7pouces,,"NFC, Ultra-Wideband (UWB), Bluetooth 5.3, Wi-Fi 7",USB Type-C - 24 pin USB-C,,,77.8 mm x 7.8 mm x 160.9 mm,199 g,,60 kg d'émissions de carbone,,"Garantie limitée - 1 an
Support technique - conseil - 90 jours",,,Neuf,Rose,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/MXVW3ZD%3AA.jpg,,,,,,,,, 1005.00,37.00,0
MYX23ZD/A,Apple iPhone 16 Pro Max,"Apple iPhone 16 Pro Max , 5G smartphone, 512 Go , GSM, 6.9 pouces 6.9",iOS 18,Oui,"Protection de l'objectif en cristal de saphir, stabilisation vidéo Cinematic, Stabilisation d'image automatique, Zoom lecture, marquage géographique, vidéo à mise au point continue, enregistrement vidéo 4K et photos fixes de 8 MP, Vidéo en accéléré avec stabilisation, correction yeux rouges avancée, Panorama (jusque 63MP), capture d'image HEIF, zoom audio, 100% Focus Pixels, HEVC (High Efficiency Video coding), Fusion profond, zoom optique de sortie 2x, capture d'images JPEG, Mode cinématique jusqu'à 4K HDR à 30 fps, Mode action jusqu'à 2.8K à 60 fps, Moteur photonique, AVC (H.264), réduction du bruit du vent, objectif par défaut personnalisable, système de codage des couleurs de l'Académie, zoom optique 10x, zoom optique d'entrée 5x, capture d'images DNG, photographie macro 48 MP, Enregistrement vidéo 4K Dolby Vision jusqu'à 120 fps, Enregistrement vidéo 1080p Dolby Vision jusqu'à 120 ips, enregistrement vidéo Dolby Vision 720p à 30 fps, enregistrement vidéo spatial en 1080p à 30 fps, enregistrement vidéo ProRes jusqu'à 4K à 120 fps avec enregistrement externe, Vidéo QuickTake jusqu'à 4K à 60 ips en Dolby Vision, Audio spatial et enregistrement stéréo, Mixage audio, Camera Control","Lecture (vidéo): jusqu'à 33 hrs
Lecture (vidéo diffusée en continu): jusqu'à 29 hrs
Lecture (audio): jusqu'à 105 hrs",telephones,telephones,Apple,iPhone,Apple iPhone 16 Pro Max,,512 Go,,Apple A18,Écran OEL,2868 x 1320 pixels,,120 Hz,2000 cd/m²,6.9pouces,,"NFC, Ultra-Wideband (UWB), Bluetooth 5.3, Wi-Fi 7, IEEE 802.11be",USB Type-C - 24 pin USB-C,,,77.6 mm x 8.25 mm x 163 mm,227 g,,74 kg d'émissions de carbone,,"Garantie limitée - 1 an
Support technique - conseil - 90 jours",Oui,,Neuf,Titane désert,https://manystacks.s3.eu-west-3.amazonaws.com/Produits/Images/MYX23ZD%3AA.jpg,,,,,,,,, 1562.00,54.00,0
